target,profile,B,q_proxy,local_per_q,local_term_proxy,reference_a_prime,reference_per_q,reference_minus_local_proxy,C_rest_upper_pre_reveal,PEX_C4_safe_E,frozen_prediction,local_global_sign_reversal
H08,"(3, 2, 2)",0.6666666666666667,0.0042947792739518945,0.8761362107535468,0.0037628116391030817,0.00246150385946,0.573138618412633,-0.0013013077796430817,0.004085895472692903,0.0008298720953812291,INCONCLUSIVE,False
H09,"(3, 3, 1)",2.6666666666666665,0.004313964529063073,-1.7905304559131197,-0.007724284875016331,-0.00487328143823,-1.1296526444292305,0.0028510034367863306,-0.002562924199293547,0.0015185276301100932,NEGATIVE_CERTIFIED,False
H10,"(4, 2, 1)",4.666666666666667,0.0007769523236204597,-4.457197122579787,-0.0034630296612227925,-0.00281395062792,-3.6217803105440116,0.0006490790333027927,-0.0017330873506907118,0.000322603334846228,NEGATIVE_CERTIFIED,False
H11,"(5, 1, 1)",10.666666666666668,2.6663981662879127e-05,-12.457197122579787,-0.00033215847564733807,-0.000397723136774,-14.916119497925525,-6.556466112666193e-05,0.0003886796786507965,3.6236767732386965e-05,INCONCLUSIVE,False
