familyId,rho,numSignatures,minRsig,maxRsig,avgRsig,totalRF,overlapRatio
14,"2,6,0",4,2,3,2.75,11,1.00
14,"3,0,5",4,2,4,3.25,13,1.00
14,"3,1,4",4,3,8,5.75,23,1.00
14,"3,2,3",4,3,10,7.00,28,1.00
14,"3,3,2",4,3,10,7.00,28,1.00
14,"3,4,1",4,3,8,5.75,23,1.00
14,"3,5,0",4,2,4,3.25,13,1.00
14,"4,0,4",4,2,5,3.50,14,1.00
14,"4,1,3",4,3,8,5.75,23,1.00
14,"4,2,2",4,3,9,6.50,26,1.00
14,"4,3,1",4,3,8,5.75,23,1.00
14,"4,4,0",4,2,5,3.50,14,1.00
14,"5,0,3",4,2,4,3.25,13,1.00
14,"5,1,2",4,3,6,5.00,20,1.00
14,"5,2,1",4,3,6,5.00,20,1.00
14,"5,3,0",4,2,4,3.25,13,1.00
14,"6,0,2",4,2,3,2.75,11,1.00
14,"6,1,1",4,3,4,3.75,15,1.00
14,"6,2,0",4,2,3,2.75,11,1.00
14,"7,0,1",4,2,2,2.00,8,1.00
14,"7,1,0",4,2,2,2.00,8,1.00
14,"8,0,0",4,1,1,1.00,4,1.00
15,"0,0,8",16,1,1,1.00,7,2.29
15,"0,1,7",16,2,3,2.75,20,2.20
15,"0,2,6",16,2,5,4.00,31,2.06
15,"0,3,5",16,2,7,4.75,38,2.00
15,"0,4,4",16,2,8,5.00,41,1.95
15,"0,5,3",16,2,7,4.75,38,2.00
15,"0,6,2",16,2,5,4.00,31,2.06
15,"0,7,1",16,2,3,2.75,20,2.20
15,"0,8,0",16,1,1,1.00,7,2.29
15,"1,0,7",16,2,3,2.75,20,2.20
15,"1,1,6",16,3,9,7.06,55,2.05
15,"1,2,5",16,3,15,9.94,82,1.94
15,"1,3,4",16,3,19,11.38,97,1.88
15,"1,4,3",16,3,19,11.38,97,1.88
15,"1,5,2",16,3,15,9.94,82,1.94
15,"1,6,1",16,3,9,7.06,55,2.05
15,"1,7,0",16,2,3,2.75,20,2.20
15,"2,0,6",16,2,5,4.00,31,2.06
15,"2,1,5",16,3,15,9.94,82,1.94
15,"2,2,4",16,3,23,13.56,117,1.85
15,"2,3,3",16,3,29,14.81,129,1.84
15,"2,4,2",16,3,23,13.56,117,1.85
15,"2,5,1",16,3,15,9.94,82,1.94
15,"2,6,0",16,2,5,4.00,31,2.06
15,"3,0,5",16,2,7,4.75,38,2.00
15,"3,1,4",16,3,19,11.38,97,1.88
15,"3,2,3",16,3,29,14.81,129,1.84
15,"3,3,2",16,3,29,14.81,129,1.84
15,"3,4,1",16,3,19,11.38,97,1.88
15,"3,5,0",16,2,7,4.75,38,2.00
15,"4,0,4",16,2,8,5.00,41,1.95
15,"4,1,3",16,3,19,11.38,97,1.88
15,"4,2,2",16,3,23,13.56,117,1.85
15,"4,3,1",16,3,19,11.38,97,1.88
15,"4,4,0",16,2,8,5.00,41,1.95
15,"5,0,3",16,2,7,4.75,38,2.00
15,"5,1,2",16,3,15,9.94,82,1.94
15,"5,2,1",16,3,15,9.94,82,1.94
15,"5,3,0",16,2,7,4.75,38,2.00
15,"6,0,2",16,2,5,4.00,31,2.06
15,"6,1,1",16,3,9,7.06,55,2.05
15,"6,2,0",16,2,5,4.00,31,2.06
15,"7,0,1",16,2,3,2.75,20,2.20
15,"7,1,0",16,2,3,2.75,20,2.20
15,"8,0,0",16,1,1,1.00,7,2.29
16,"0,0,8",10,1,1,1.00,4,2.50
16,"0,1,7",10,1,3,2.20,10,2.20
16,"0,2,6",10,1,5,3.10,14,2.21
16,"0,3,5",10,1,6,3.60,16,2.25
16,"0,4,4",10,1,7,3.80,16,2.38
16,"0,5,3",10,1,6,3.60,16,2.25
16,"0,6,2",10,1,5,3.10,14,2.21
16,"0,7,1",10,1,3,2.20,10,2.20
16,"0,8,0",10,1,1,1.00,4,2.50
16,"1,0,7",10,1,3,2.20,10,2.20
16,"1,1,6",10,1,9,4.90,25,1.96
16,"1,2,5",10,1,14,6.70,34,1.97
16,"1,3,4",10,1,17,7.60,37,2.05
16,"1,4,3",10,1,17,7.60,37,2.05
16,"1,5,2",10,1,14,6.70,34,1.97
16,"1,6,1",10,1,9,4.90,25,1.96
16,"1,7,0",10,1,3,2.20,10,2.20
16,"2,0,6",10,1,5,3.10,14,2.21
16,"2,1,5",10,1,14,6.70,34,1.97
16,"2,2,4",10,1,22,8.80,44,2.00
16,"2,3,3",10,1,23,9.40,47,2.00
16,"2,4,2",10,1,22,8.80,44,2.00
16,"2,5,1",10,1,14,6.70,34,1.97
16,"2,6,0",10,1,5,3.10,14,2.21
16,"3,0,5",10,1,6,3.60,16,2.25
16,"3,1,4",10,1,17,7.60,37,2.05
16,"3,2,3",10,1,23,9.40,47,2.00
16,"3,3,2",10,1,23,9.40,47,2.00
16,"3,4,1",10,1,17,7.60,37,2.05
16,"3,5,0",10,1,6,3.60,16,2.25
16,"4,0,4",10,1,7,3.80,16,2.38
16,"4,1,3",10,1,17,7.60,37,2.05
16,"4,2,2",10,1,22,8.80,44,2.00
16,"4,3,1",10,1,17,7.60,37,2.05
16,"4,4,0",10,1,7,3.80,16,2.38
16,"5,0,3",10,1,6,3.60,16,2.25
16,"5,1,2",10,1,14,6.70,34,1.97
16,"5,2,1",10,1,14,6.70,34,1.97
16,"5,3,0",10,1,6,3.60,16,2.25
16,"6,0,2",10,1,5,3.10,14,2.21
16,"6,1,1",10,1,9,4.90,25,1.96
16,"6,2,0",10,1,5,3.10,14,2.21
16,"7,0,1",10,1,3,2.20,10,2.20
16,"7,1,0",10,1,3,2.20,10,2.20
16,"8,0,0",10,1,1,1.00,4,2.50
17,"0,0,8",4,1,1,1.00,4,1.00
17,"0,1,7",4,1,2,1.75,7,1.00
17,"0,2,6",4,1,3,2.25,9,1.00
17,"0,3,5",4,1,4,2.50,10,1.00
17,"0,4,4",4,1,4,2.50,10,1.00
17,"0,5,3",4,1,4,2.50,10,1.00
17,"0,6,2",4,1,3,2.25,9,1.00
17,"0,7,1",4,1,2,1.75,7,1.00
17,"0,8,0",4,1,1,1.00,4,1.00
17,"1,0,7",4,1,2,1.75,7,1.00
17,"1,1,6",4,1,4,3.00,12,1.00
17,"1,2,5",4,1,6,3.75,15,1.00
17,"1,3,4",4,1,7,4.00,16,1.00
17,"1,4,3",4,1,7,4.00,16,1.00
17,"1,5,2",4,1,6,3.75,15,1.00
17,"1,6,1",4,1,4,3.00,12,1.00
17,"1,7,0",4,1,2,1.75,7,1.00
17,"2,0,6",4,1,3,2.25,9,1.00
17,"2,1,5",4,1,6,3.75,15,1.00
17,"2,2,4",4,1,8,4.50,18,1.00
17,"2,3,3",4,1,9,4.75,19,1.00
17,"2,4,2",4,1,8,4.50,18,1.00
17,"2,5,1",4,1,6,3.75,15,1.00
17,"2,6,0",4,1,3,2.25,9,1.00
17,"3,0,5",4,1,4,2.50,10,1.00
17,"3,1,4",4,1,7,4.00,16,1.00
17,"3,2,3",4,1,9,4.75,19,1.00
17,"3,3,2",4,1,9,4.75,19,1.00
17,"3,4,1",4,1,7,4.00,16,1.00
17,"3,5,0",4,1,4,2.50,10,1.00
17,"4,0,4",4,1,4,2.50,10,1.00
17,"4,1,3",4,1,7,4.00,16,1.00
17,"4,2,2",4,1,8,4.50,18,1.00
17,"4,3,1",4,1,7,4.00,16,1.00
17,"4,4,0",4,1,4,2.50,10,1.00
17,"5,0,3",4,1,4,2.50,10,1.00
17,"5,1,2",4,1,6,3.75,15,1.00
17,"5,2,1",4,1,6,3.75,15,1.00
17,"5,3,0",4,1,4,2.50,10,1.00
17,"6,0,2",4,1,3,2.25,9,1.00
17,"6,1,1",4,1,4,3.00,12,1.00
17,"6,2,0",4,1,3,2.25,9,1.00
17,"7,0,1",4,1,2,1.75,7,1.00
17,"7,1,0",4,1,2,1.75,7,1.00
17,"8,0,0",4,1,1,1.00,4,1.00
18,"0,0,8",16,1,1,1.00,7,2.29
18,"0,1,7",16,2,3,2.56,19,2.16
18,"0,2,6",16,2,5,3.69,28,2.11
18,"0,3,5",16,2,7,4.38,33,2.12
18,"0,4,4",16,2,8,4.63,35,2.11
18,"0,5,3",16,2,7,4.38,33,2.12
18,"0,6,2",16,2,5,3.69,28,2.11
18,"0,7,1",16,2,3,2.56,19,2.16
18,"0,8,0",16,1,1,1.00,7,2.29
18,"1,0,7",16,2,3,2.56,19,2.16
18,"1,1,6",16,3,9,6.19,50,1.98
18,"1,2,5",16,3,14,8.63,71,1.94
18,"1,3,4",16,3,17,9.88,81,1.95
18,"1,4,3",16,3,17,9.88,81,1.95
18,"1,5,2",16,3,14,8.63,71,1.94
18,"1,6,1",16,3,9,6.19,50,1.98
18,"1,7,0",16,2,3,2.56,19,2.16
18,"2,0,6",16,2,5,3.69,28,2.11
18,"2,1,5",16,3,14,8.63,71,1.94
18,"2,2,4",16,3,22,11.56,97,1.91
18,"2,3,3",16,3,24,12.50,104,1.92
18,"2,4,2",16,3,22,11.56,97,1.91
18,"2,5,1",16,3,14,8.63,71,1.94
18,"2,6,0",16,2,5,3.69,28,2.11
18,"3,0,5",16,2,7,4.38,33,2.12
18,"3,1,4",16,3,17,9.88,81,1.95
18,"3,2,3",16,3,24,12.50,104,1.92
18,"3,3,2",16,3,24,12.50,104,1.92
18,"3,4,1",16,3,17,9.88,81,1.95
18,"3,5,0",16,2,7,4.38,33,2.12
18,"4,0,4",16,2,8,4.63,35,2.11
18,"4,1,3",16,3,17,9.88,81,1.95
18,"4,2,2",16,3,22,11.56,97,1.91
18,"4,3,1",16,3,17,9.88,81,1.95
18,"4,4,0",16,2,8,4.63,35,2.11
18,"5,0,3",16,2,7,4.38,33,2.12
18,"5,1,2",16,3,14,8.63,71,1.94
18,"5,2,1",16,3,14,8.63,71,1.94
18,"5,3,0",16,2,7,4.38,33,2.12
18,"6,0,2",16,2,5,3.69,28,2.11
18,"6,1,1",16,3,9,6.19,50,1.98
18,"6,2,0",16,2,5,3.69,28,2.11
18,"7,0,1",16,2,3,2.56,19,2.16
18,"7,1,0",16,2,3,2.56,19,2.16
18,"8,0,0",16,1,1,1.00,7,2.29
19,"0,0,8",10,1,1,1.00,4,2.50
19,"0,1,7",10,2,3,2.60,11,2.36
19,"0,2,6",10,2,5,3.70,17,2.18
19,"0,3,5",10,2,7,4.40,21,2.10
19,"0,4,4",10,2,7,4.60,23,2.00
19,"0,5,3",10,2,7,4.40,21,2.10
19,"0,6,2",10,2,5,3.70,17,2.18
19,"0,7,1",10,2,3,2.60,11,2.36
19,"0,8,0",10,1,1,1.00,4,2.50
19,"1,0,7",10,2,3,2.60,11,2.36
19,"1,1,6",10,3,9,6.50,30,2.17
19,"1,2,5",10,3,15,9.10,45,2.02
19,"1,3,4",10,3,19,10.40,54,1.93
19,"1,4,3",10,3,19,10.40,54,1.93
19,"1,5,2",10,3,15,9.10,45,2.02
19,"1,6,1",10,3,9,6.50,30,2.17
19,"1,7,0",10,2,3,2.60,11,2.36
19,"2,0,6",10,2,5,3.70,17,2.18
19,"2,1,5",10,3,15,9.10,45,2.02
19,"2,2,4",10,3,23,12.40,65,1.91
19,"2,3,3",10,3,29,13.60,72,1.89
19,"2,4,2",10,3,23,12.40,65,1.91
19,"2,5,1",10,3,15,9.10,45,2.02
19,"2,6,0",10,2,5,3.70,17,2.18
19,"3,0,5",10,2,7,4.40,21,2.10
19,"3,1,4",10,3,19,10.40,54,1.93
19,"3,2,3",10,3,29,13.60,72,1.89
19,"3,3,2",10,3,29,13.60,72,1.89
19,"3,4,1",10,3,19,10.40,54,1.93
19,"3,5,0",10,2,7,4.40,21,2.10
19,"4,0,4",10,2,7,4.60,23,2.00
19,"4,1,3",10,3,19,10.40,54,1.93
19,"4,2,2",10,3,23,12.40,65,1.91
19,"4,3,1",10,3,19,10.40,54,1.93
19,"4,4,0",10,2,7,4.60,23,2.00
19,"5,0,3",10,2,7,4.40,21,2.10
19,"5,1,2",10,3,15,9.10,45,2.02
19,"5,2,1",10,3,15,9.10,45,2.02
19,"5,3,0",10,2,7,4.40,21,2.10
19,"6,0,2",10,2,5,3.70,17,2.18
19,"6,1,1",10,3,9,6.50,30,2.17
19,"6,2,0",10,2,5,3.70,17,2.18
19,"7,0,1",10,2,3,2.60,11,2.36
19,"7,1,0",10,2,3,2.60,11,2.36
19,"8,0,0",10,1,1,1.00,4,2.50
